Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 239",9.130849368892e-01,2.759860616768e-01,2.110051512876e+00,1.080983355798e+00,2.578135525921e-01,2.112531816112e+00,1.678984189090e-01,-1.817250908468e-02,2.480303236285e-03
"                 240",9.107719844644e-01,2.749756274125e-01,2.043183991889e+00,1.077862563242e+00,2.564633623644e-01,2.045703065339e+00,1.670905787772e-01,-1.851226504814e-02,2.519073449845e-03
"                 241",9.078797727476e-01,2.745254060114e-01,1.999364441198e+00,1.074249057229e+00,2.557501317444e-01,2.001907556690e+00,1.663692844816e-01,-1.877527426694e-02,2.543115492239e-03
"                 242",9.032523462481e-01,2.803361245749e-01,1.901900008136e+00,1.068957291323e+00,2.613982334156e-01,1.904481187816e+00,1.657049450753e-01,-1.893789115924e-02,2.581179679740e-03
"                 243",8.999770837747e-01,2.827802429222e-01,1.744083854111e+00,1.065019546315e+00,2.638052074753e-01,1.746682171481e+00,1.650424625406e-01,-1.897503544692e-02,2.598317369636e-03
"                 244",8.985680022777e-01,2.858611643007e-01,1.446475351919e+00,1.063012339968e+00,2.669439349896e-01,1.449074954994e+00,1.644443376908e-01,-1.891722931113e-02,2.599603074637e-03
"                 245",9.016875404982e-01,2.894433222643e-01,1.154425679811e+00,1.065635242579e+00,2.706724288173e-01,1.156965923212e+00,1.639477020804e-01,-1.877089344698e-02,2.540243401584e-03
"                 246",9.031942714525e-01,2.948587908411e-01,1.017021291509e+00,1.066804586114e+00,2.763111306850e-01,1.019467507905e+00,1.636103146611e-01,-1.854766015613e-02,2.446216395609e-03
"                 247",9.056545884235e-01,2.988057344336e-01,1.058010620444e+00,1.069058888902e+00,2.805508458600e-01,1.060349768948e+00,1.634043004784e-01,-1.825488857359e-02,2.339148504316e-03
"                 248",9.117758998109e-01,3.029253267575e-01,1.030550872801e+00,1.075156859362e+00,2.849978362388e-01,1.032816887563e+00,1.633809595513e-01,-1.792749051869e-02,2.266014762052e-03
"                 249",9.213951774798e-01,3.047516762055e-01,9.059377671369e-01,1.084994002548e+00,2.871793945416e-01,9.081226838972e-01,1.635988250685e-01,-1.757228166392e-02,2.184916760274e-03
"                 250",9.341608553495e-01,3.082054582973e-01,6.466319361990e-01,1.098312371788e+00,2.909833702173e-01,6.487178826436e-01,1.641515164384e-01,-1.722208807994e-02,2.085946444568e-03
"                 251",9.491734147484e-01,3.162577972715e-01,4.360579945304e-01,1.114253501463e+00,2.993820021696e-01,4.379926264820e-01,1.650800867147e-01,-1.687579510192e-02,1.934631951646e-03
"                 252",9.649377516443e-01,3.272269192544e-01,2.779911191309e-01,1.131316664875e+00,3.107321584290e-01,2.797587081574e-01,1.663789132307e-01,-1.649476082537e-02,1.767589026535e-03
"                 253",9.763823810298e-01,3.367290413412e-01,1.127650995871e-01,1.144328251140e+00,3.207012571343e-01,1.143406792598e-01,1.679458701105e-01,-1.602778420692e-02,1.575579672617e-03
"                 254",9.815802738666e-01,3.456916114969e-01,-1.175089053929e-01,1.151125583684e+00,3.302111250284e-01,-1.161349313492e-01,1.695453098171e-01,-1.548048646854e-02,1.373974043667e-03
"                 255",9.811311108221e-01,3.529144327913e-01,-3.317870016473e-01,1.152113690699e+00,3.380657901319e-01,-3.306617517182e-01,1.709825798768e-01,-1.484864265945e-02,1.125249929101e-03
"                 256",9.796882771988e-01,3.596924500399e-01,-5.428964109630e-01,1.151824521061e+00,3.454927760771e-01,-5.420453000795e-01,1.721362438624e-01,-1.419967396286e-02,8.511108834893e-04
"                 257",9.810839095692e-01,3.649693665574e-01,-6.376281327521e-01,1.154115224660e+00,3.514299715236e-01,-6.370969245542e-01,1.730313150910e-01,-1.353939503376e-02,5.312081979706e-04
"                 258",9.853137107827e-01,3.749546923003e-01,-7.691190948087e-01,1.159125062170e+00,3.620544169263e-01,-7.689195653276e-01,1.738113513873e-01,-1.290027537400e-02,1.995294811296e-04
"                 259",9.910903190871e-01,3.844108046016e-01,-9.436491646557e-01,1.165659533817e+00,3.721664133951e-01,-9.438015207951e-01,1.745692147301e-01,-1.224439120644e-02,-1.523561394037e-04
"                 260",9.918697815024e-01,3.919331468295e-01,-1.071619188989e+00,1.167210963906e+00,3.803403071284e-01,-1.072123998357e+00,1.753411824031e-01,-1.159283970111e-02,-5.048093671939e-04
"                 261",9.895745566419e-01,3.949556933534e-01,-1.184711533434e+00,1.165559720351e+00,3.839867190392e-01,-1.185562920626e+00,1.759851637094e-01,-1.096897431421e-02,-8.513871917642e-04
"                 262",9.864595944184e-01,3.947241435405e-01,-1.174765551327e+00,1.162923048535e+00,3.842915542128e-01,-1.175941306401e+00,1.764634541165e-01,-1.043258932764e-02,-1.175755074788e-03
"                 263",9.808790032360e-01,3.988699565043e-01,-1.121608432655e+00,1.157623389096e+00,3.889053151123e-01,-1.123071691712e+00,1.767443858600e-01,-9.964641392061e-03,-1.463259056530e-03
"                 264",9.759072433111e-01,4.043103279027e-01,-1.157037765024e+00,1.152710202815e+00,3.947751997337e-01,-1.158719327039e+00,1.768029595037e-01,-9.535128169016e-03,-1.681562015695e-03
"                 265",9.715455956889e-01,4.077156175996e-01,-1.308339533102e+00,1.148236532087e+00,3.986079081520e-01,-1.310208792736e+00,1.766909363985e-01,-9.107709447587e-03,-1.869259633482e-03
"                 266",9.656730223565e-01,4.120959068360e-01,-1.352089107722e+00,1.142115932710e+00,4.033879973268e-01,-1.354149578176e+00,1.764429103535e-01,-8.707909509206e-03,-2.060470454184e-03
"                 267",9.575673261493e-01,4.168790538538e-01,-1.236503544417e+00,1.133556080716e+00,4.085747305539e-01,-1.238757877610e+00,1.759887545664e-01,-8.304323299897e-03,-2.254333192937e-03
"                 268",9.517011352065e-01,4.084829962309e-01,-1.001283458983e+00,1.127039877990e+00,4.005338339940e-01,-1.003669559287e+00,1.753387427832e-01,-7.949162236903e-03,-2.386100303697e-03
"                 269",9.497182228852e-01,3.962972860185e-01,-9.258400448102e-01,1.124355202621e+00,3.885569788625e-01,-9.283110234810e-01,1.746369797357e-01,-7.740307156051e-03,-2.470978670878e-03
"                 270",9.397537412534e-01,3.835412106258e-01,-8.337043226520e-01,1.113666742435e+00,3.758471881289e-01,-8.362200585751e-01,1.739130011820e-01,-7.694022496825e-03,-2.515735923150e-03
"                 271",9.294463999308e-01,3.733365094672e-01,-8.673806675644e-01,1.102492897167e+00,3.655559294398e-01,-8.699340576117e-01,1.730464972365e-01,-7.780580027391e-03,-2.553390047339e-03
"                 272",9.233151828770e-01,3.727737934453e-01,-9.940462261433e-01,1.095430038195e+00,3.648575755951e-01,-9.966463349259e-01,1.721148553179e-01,-7.916217850216e-03,-2.600108782658e-03
"                 273",9.191481408764e-01,3.774156137518e-01,-1.032786840972e+00,1.090353038361e+00,3.694277062366e-01,-1.035470352019e+00,1.712048974847e-01,-7.987907515151e-03,-2.683511046560e-03
"                 274",9.178995656568e-01,3.718266659141e-01,-8.736185162304e-01,1.088298109503e+00,3.638904420534e-01,-8.763680901886e-01,1.703985438463e-01,-7.936223860693e-03,-2.749573958154e-03
"                 275",9.253455453146e-01,3.664651801825e-01,-1.019807833303e+00,1.095184457679e+00,3.586682118486e-01,-1.022598642314e+00,1.698389123641e-01,-7.796968333901e-03,-2.790809011725e-03
"                 276",9.271491717819e-01,3.584836610916e-01,-1.004826333800e+00,1.096713532837e+00,3.508770442465e-01,-1.007668372853e+00,1.695643610556e-01,-7.606616845105e-03,-2.842039053647e-03
"                 277",9.213985431857e-01,3.503121377928e-01,-9.202727181664e-01,1.090806625677e+00,3.429181300109e-01,-9.231749449820e-01,1.694080824915e-01,-7.394007781898e-03,-2.902226815544e-03
"                 278",9.156537153363e-01,3.443798415814e-01,-8.939826554661e-01,1.084857712301e+00,3.371955613825e-01,-8.969149168608e-01,1.692039969646e-01,-7.184280198889e-03,-2.932261394656e-03
"                 279",9.145659168385e-01,3.414007062333e-01,-9.658602712503e-01,1.083475354645e+00,3.343993031574e-01,-9.688104319289e-01,1.689094378068e-01,-7.001403075945e-03,-2.950160678554e-03
"                 280",9.157839839040e-01,3.386121350730e-01,-1.047586537916e+00,1.084628247987e+00,3.318342604628e-01,-1.050577509262e+00,1.688442640830e-01,-6.777874610204e-03,-2.990971345685e-03
"                 281",9.181185645890e-01,3.338162988054e-01,-1.055403639365e+00,1.086873065500e+00,3.272310040021e-01,-1.058423059872e+00,1.687545009109e-01,-6.585294803345e-03,-3.019420506772e-03
"                 282",9.195525395964e-01,3.281863152929e-01,-1.002589469697e+00,1.088308203788e+00,3.217624312875e-01,-1.005610739743e+00,1.687556641912e-01,-6.423884005393e-03,-3.021270045842e-03
"                 283",9.187431310829e-01,3.265910139985e-01,-9.659345755457e-01,1.087569629973e+00,3.203187745509e-01,-9.689575051810e-01,1.688264988903e-01,-6.272239447611e-03,-3.022929635375e-03
"                 284",9.182258440183e-01,3.256862191817e-01,-9.081481825222e-01,1.087044684070e+00,3.194807284455e-01,-9.111264355163e-01,1.688188400512e-01,-6.205490736244e-03,-2.978252994081e-03
"                 285",9.219414845408e-01,3.224647890825e-01,-8.635104966718e-01,1.090876293037e+00,3.163560170295e-01,-8.664650023464e-01,1.689348084962e-01,-6.108772053003e-03,-2.954505674620e-03
"                 286",9.237580602946e-01,3.200342646078e-01,-7.617665365385e-01,1.092848821045e+00,3.139441301819e-01,-7.647085640934e-01,1.690907607503e-01,-6.090134425900e-03,-2.942027554875e-03
"                 287",9.254813374756e-01,3.184269994198e-01,-6.548488848550e-01,1.094698423792e+00,3.123001373945e-01,-6.577387821421e-01,1.692170863165e-01,-6.126862025313e-03,-2.889897287167e-03
"                 288",9.239831776938e-01,3.154508347497e-01,-4.884637744151e-01,1.093391964210e+00,3.092830256613e-01,-4.913080040839e-01,1.694087865165e-01,-6.167809088338e-03,-2.844229668831e-03
"                 289",9.198298352470e-01,3.067982504348e-01,-2.940244052618e-01,1.089317055550e+00,3.005015796000e-01,-2.967989983764e-01,1.694872203028e-01,-6.296670834796e-03,-2.774593114580e-03
"                 290",9.130085803966e-01,2.973626722096e-01,-1.445837851559e-01,1.082439099282e+00,2.908353288079e-01,-1.472716615536e-01,1.694305188852e-01,-6.527343401705e-03,-2.687876397783e-03
"                 291",9.070900344308e-01,2.926291049216e-01,7.446132969772e-02,1.076356365618e+00,2.857732536731e-01,7.186532063514e-02,1.692663311869e-01,-6.855851248551e-03,-2.596009062587e-03
"                 292",9.063040007749e-01,2.933490223031e-01,3.082039838124e-01,1.075328610604e+00,2.860919687077e-01,3.057447409483e-01,1.690246098289e-01,-7.257053595407e-03,-2.459242864160e-03
"                 293",9.069117110598e-01,2.969081877645e-01,5.325222155422e-01,1.075703533416e+00,2.892227915050e-01,5.302488001640e-01,1.687918223558e-01,-7.685396259454e-03,-2.273415378245e-03
"                 294",9.095870791086e-01,2.959997203501e-01,6.879131882719e-01,1.078188974640e+00,2.878935267252e-01,6.858811157542e-01,1.686018955313e-01,-8.106193624849e-03,-2.032072517661e-03
"                 295",9.082851262659e-01,2.944908804686e-01,7.890270461836e-01,1.076687263261e+00,2.859449591982e-01,7.872523304634e-01,1.684021369952e-01,-8.545921270381e-03,-1.774715720208e-03
"                 296",9.022213878568e-01,2.941907905454e-01,8.784555332308e-01,1.070326254625e+00,2.852174966684e-01,8.769378654010e-01,1.681048667681e-01,-8.973293876917e-03,-1.517667829773e-03
"                 297",8.946331168636e-01,2.913621336220e-01,1.063014903873e+00,1.062236173859e+00,2.819675737185e-01,1.061737911108e+00,1.676030569959e-01,-9.394559903501e-03,-1.276992765237e-03
"                 298",8.880975323919e-01,2.917867909172e-01,1.162220414132e+00,1.054985195409e+00,2.819583786294e-01,1.161206925271e+00,1.668876630171e-01,-9.828412287866e-03,-1.013488860480e-03
"                 299",8.861852204034e-01,2.933939375107e-01,1.244634777775e+00,1.052209376496e+00,2.831358017203e-01,1.243889123774e+00,1.660241560927e-01,-1.025813579042e-02,-7.456540004655e-04
"                 300",8.897074915851e-01,2.929410546294e-01,1.299538361481e+00,1.054851691061e+00,2.822881968543e-01,1.299078636200e+00,1.651441994762e-01,-1.065285777513e-02,-4.597252807279e-04
"                 301",8.925301007226e-01,2.904004335806e-01,1.389398317991e+00,1.056888320007e+00,2.793915928349e-01,1.389223511831e+00,1.643582192846e-01,-1.100884074569e-02,-1.748061592629e-04
"                 302",8.920518807151e-01,2.886233803605e-01,1.426149242176e+00,1.055714530915e+00,2.772961183837e-01,1.426248910158e+00,1.636626501998e-01,-1.132726197678e-02,9.966798144337e-05
"                 303",8.899133455061e-01,2.889438001404e-01,1.343085665300e+00,1.052923037968e+00,2.773457738009e-01,1.343423470451e+00,1.630096924618e-01,-1.159802633949e-02,3.378051511450e-04
"                 304",8.866760599380e-01,2.907601517024e-01,1.260276946819e+00,1.049072668014e+00,2.789475414904e-01,1.260801827748e+00,1.623966080763e-01,-1.181261021200e-02,5.248809292685e-04
"                 305",8.876555078851e-01,2.915247194400e-01,1.144716703029e+00,1.049543430196e+00,2.795638573627e-01,1.145374531270e+00,1.618879223114e-01,-1.196086207725e-02,6.578282408064e-04
"                 306",8.891770093352e-01,2.921096108729e-01,9.547282546033e-01,1.050740456267e+00,2.800337452174e-01,9.554766551667e-01,1.615634469314e-01,-1.207586565548e-02,7.484005634070e-04
"                 307",8.922754224960e-01,2.927866912165e-01,7.002228033015e-01,1.053712481373e+00,2.806236369737e-01,7.009750640209e-01,1.614370588765e-01,-1.216305424280e-02,7.522607194664e-04
"                 308",8.939512128337e-01,2.963536625869e-01,4.679030211658e-01,1.055454585757e+00,2.841331361124e-01,4.685615792452e-01,1.615033729229e-01,-1.222052647451e-02,6.585580794559e-04
"                 309",8.959787195801e-01,3.020830725432e-01,3.008850254904e-01,1.057708325620e+00,2.898626446499e-01,3.013667196993e-01,1.617296060400e-01,-1.222042789322e-02,4.816942088452e-04
"                 310",8.994431473693e-01,3.150709151928e-01,1.372980431198e-01,1.061547990059e+00,3.029448250404e-01,1.375592569624e-01,1.621048426901e-01,-1.212609015235e-02,2.612138426275e-04
"                 311",9.037671139327e-01,3.224626297746e-01,4.316374909592e-02,1.066411553746e+00,3.105536763880e-01,4.316620534442e-02,1.626444398130e-01,-1.190895338657e-02,2.456248498335e-06
"                 312",9.059176842965e-01,3.249873105940e-01,-4.268629655135e-02,1.069218003673e+00,3.133815078278e-01,-4.293646738618e-02,1.633003193760e-01,-1.160580276624e-02,-2.501708348307e-04
"                 313",9.014201610493e-01,3.250287534504e-01,-1.404415897965e-01,1.065359679341e+00,3.137699270017e-01,-1.409442779152e-01,1.639395182918e-01,-1.125882644869e-02,-5.026881186263e-04
"                 314",8.959803713607e-01,3.254304301385e-01,-2.348800720848e-01,1.060370941346e+00,3.145151243372e-01,-2.356245942413e-01,1.643905699854e-01,-1.091530580130e-02,-7.445221564927e-04
"                 315",8.929543474583e-01,3.288814011661e-01,-4.178183487742e-01,1.057678281772e+00,3.183076293794e-01,-4.187994088206e-01,1.647239343134e-01,-1.057377178671e-02,-9.810600463934e-04
"                 316",8.931234760363e-01,3.361931391431e-01,-5.152483701351e-01,1.058057103055e+00,3.259598117146e-01,-5.164952097526e-01,1.649336270189e-01,-1.023332742858e-02,-1.246839617531e-03
"                 317",8.919473698708e-01,3.335053984633e-01,-2.779589568004e-01,1.057127326378e+00,3.236252911458e-01,-2.794211501626e-01,1.651799565072e-01,-9.880107317466e-03,-1.462193362126e-03
"                 318",8.946991729898e-01,3.300311157536e-01,6.906027050088e-02,1.060049731824e+00,3.204727868549e-01,6.750149416627e-02,1.653505588341e-01,-9.558328898757e-03,-1.558776334614e-03
"                 319",8.971166049056e-01,3.304121784185e-01,1.808069963915e-01,1.062671159747e+00,3.211648455210e-01,1.792705657661e-01,1.655545548414e-01,-9.247332897421e-03,-1.536430625359e-03
"                 320",9.008777419942e-01,3.303463951359e-01,1.789549104067e-01,1.066637112363e+00,3.213931166911e-01,1.774719463645e-01,1.657593703683e-01,-8.953278444724e-03,-1.482964042185e-03
"                 321",9.002566920367e-01,3.284741209320e-01,-4.993504982631e-02,1.066225841387e+00,3.197945518771e-01,-5.140343730551e-02,1.659691493503e-01,-8.679569054893e-03,-1.468387479198e-03
"                 322",8.960084779871e-01,3.256878186957e-01,-9.735669070964e-02,1.062046634315e+00,3.172491685013e-01,-9.888867984694e-02,1.660381563276e-01,-8.438650194419e-03,-1.531989137302e-03
"                 323",8.871766141385e-01,3.200472737432e-01,-1.005199761916e-01,1.053112345479e+00,3.118040780832e-01,-1.021363337868e-01,1.659357313403e-01,-8.243195659909e-03,-1.616357595165e-03
"                 324",8.809500538555e-01,3.136763410365e-01,-5.687139632990e-02,1.046533771660e+00,3.055626258587e-01,-5.857751202297e-02,1.655837178041e-01,-8.113715177830e-03,-1.706115693068e-03
"                 325",8.828787758924e-01,3.111173108888e-01,8.594664996132e-02,1.048090088763e+00,3.030862651699e-01,8.418263538419e-02,1.652113128710e-01,-8.031045718909e-03,-1.764014577139e-03
"                 326",8.893101163225e-01,3.128764214067e-01,1.899959783834e-01,1.054235496017e+00,3.049042662780e-01,1.882186987114e-01,1.649253796946e-01,-7.972155128744e-03,-1.777279672019e-03
"                 327",8.944843116427e-01,3.143503458558e-01,2.211092106638e-01,1.059376293843e+00,3.064388464697e-01,2.193655724198e-01,1.648919822000e-01,-7.911499386157e-03,-1.743638243970e-03
"                 328",8.939293355276e-01,3.138801491271e-01,2.908684800787e-01,1.058879413619e+00,3.060259544363e-01,2.891718049274e-01,1.649500780916e-01,-7.854194690717e-03,-1.696675151297e-03
"                 329",8.896293085042e-01,3.115907001032e-01,2.209707670723e-01,1.054653124640e+00,3.038037112452e-01,2.193123202675e-01,1.650238161356e-01,-7.786988857984e-03,-1.658446804841e-03
"                 330",8.878832425867e-01,3.125838238888e-01,8.904920858675e-02,1.052875287912e+00,3.048593024271e-01,8.738676352660e-02,1.649920453255e-01,-7.724521461711e-03,-1.662445060143e-03
"                 331",8.893981640253e-01,3.186015764589e-01,-5.916301050754e-03,1.054429514079e+00,3.109509296724e-01,-7.634351588028e-03,1.650313500542e-01,-7.650646786507e-03,-1.718050537274e-03
"                 332",8.928330634164e-01,3.184885581291e-01,1.832759172496e-01,1.057954330790e+00,3.109183124201e-01,1.815069900158e-01,1.651212673736e-01,-7.570245709023e-03,-1.768927233809e-03
"                 333",8.944235064415e-01,3.182763603937e-01,3.261581025194e-01,1.059816816150e+00,3.108055675484e-01,3.244065780795e-01,1.653933097087e-01,-7.470792845265e-03,-1.751524439948e-03
"                 334",8.908620734516e-01,3.159741200869e-01,3.568907454531e-01,1.056446679251e+00,3.085750119207e-01,3.552140928534e-01,1.655846057997e-01,-7.399108166154e-03,-1.676652599673e-03
"                 335",8.837782732389e-01,3.168818679886e-01,1.841132246075e-01,1.049480232791e+00,3.095613014718e-01,1.824927290773e-01,1.657019595525e-01,-7.320566516769e-03,-1.620495530173e-03
"                 336",8.769203932459e-01,3.204617263081e-01,2.431643743474e-02,1.042419893247e+00,3.131769363294e-01,2.270553596658e-02,1.654995000014e-01,-7.284789978739e-03,-1.610901468168e-03
"                 337",8.737067434386e-01,3.229441156165e-01,4.325260879433e-03,1.038991927257e+00,3.157280218792e-01,2.659040406726e-03,1.652851838186e-01,-7.216093737279e-03,-1.666220472707e-03
"                 338",8.767851229232e-01,3.264006185645e-01,1.863419318087e-01,1.041726023861e+00,3.191904580258e-01,1.846327281558e-01,1.649409009383e-01,-7.210160538710e-03,-1.709203652836e-03
"                 339",8.844850748521e-01,3.282997139491e-01,3.656865912557e-01,1.049413995318e+00,3.211366146123e-01,3.639865667594e-01,1.649289204660e-01,-7.163099336756e-03,-1.700024496349e-03
"                 340",8.899400039834e-01,3.329615168714e-01,5.112717221045e-01,1.054934760718e+00,3.257981039062e-01,5.096551127827e-01,1.649947567344e-01,-7.163412965218e-03,-1.616609321795e-03
"                 341",8.923477145968e-01,3.320871038716e-01,6.437527880795e-01,1.057683262402e+00,3.249803873950e-01,6.422705653104e-01,1.653355478050e-01,-7.106716476653e-03,-1.482222769126e-03
"                 342",8.921702638361e-01,3.308541952755e-01,6.864098959772e-01,1.057718507489e+00,3.237432112962e-01,6.850982996078e-01,1.655482436533e-01,-7.110983979347e-03,-1.311596369426e-03
"                 343",8.891109590641e-01,3.330249307633e-01,5.979089416983e-01,1.054900405860e+00,3.259369331946e-01,5.967390197813e-01,1.657894467958e-01,-7.087997568706e-03,-1.169921916955e-03
"                 344",8.842546129492e-01,3.347086484753e-01,6.237492377966e-01,1.050012992697e+00,3.275967848595e-01,6.226765933648e-01,1.657583797481e-01,-7.111863615791e-03,-1.072644431727e-03
"                 345",8.812087651179e-01,3.312764559960e-01,7.719378674144e-01,1.046898928878e+00,3.241606671738e-01,7.709404858376e-01,1.656901637597e-01,-7.115788822185e-03,-9.973815768186e-04
"                 346",8.824315231964e-01,3.252670977046e-01,8.754935340308e-01,1.047913699415e+00,3.180563080940e-01,8.745975013613e-01,1.654821762186e-01,-7.210789610523e-03,-8.960326694607e-04
"                 347",8.884123161901e-01,3.236703607236e-01,9.362902861343e-01,1.053836457947e+00,3.163314658378e-01,9.355075201956e-01,1.654241417573e-01,-7.338894885811e-03,-7.827659387232e-04
"                 348",8.952730987033e-01,3.265985727988e-01,8.740628795078e-01,1.060719694670e+00,3.190829157469e-01,8.733973083686e-01,1.654465959663e-01,-7.515657051884e-03,-6.655711392302e-04
"                 349",8.977920821363e-01,3.225848143341e-01,8.125881476489e-01,1.063466236497e+00,3.148963915803e-01,8.120198765666e-01,1.656741543610e-01,-7.688422753747e-03,-5.682710823024e-04
"                 350",8.970114187180e-01,3.175658259598e-01,7.206800332238e-01,1.062806750400e+00,3.096684916890e-01,7.201700236276e-01,1.657953316817e-01,-7.897334270812e-03,-5.100095962124e-04
"                 351",8.912289406925e-01,3.157664323989e-01,6.810973310590e-01,1.057116652320e+00,3.076657528767e-01,6.806289228538e-01,1.658877116275e-01,-8.100679522157e-03,-4.684082052364e-04
"                 352",8.886988502178e-01,3.174630096785e-01,7.198544455034e-01,1.054411249015e+00,3.091849909374e-01,7.193907216806e-01,1.657123987969e-01,-8.278018741050e-03,-4.637238227537e-04
"                 353",8.893880750506e-01,3.268231199309e-01,8.671360851923e-01,1.054996577300e+00,3.184370323441e-01,8.667173292416e-01,1.656085022490e-01,-8.386087586767e-03,-4.187559506875e-04
"                 354",8.936953825821e-01,3.297454990170e-01,9.414788144415e-01,1.059214131097e+00,3.213335251414e-01,9.411249343890e-01,1.655187485145e-01,-8.411973875592e-03,-3.538800525560e-04
"                 355",8.983095543163e-01,3.213601176897e-01,8.744594715202e-01,1.063933498551e+00,3.129430882458e-01,8.742009111998e-01,1.656239442342e-01,-8.417029443915e-03,-2.585603204484e-04
"                 356",8.998701471733e-01,3.162468142676e-01,8.054440412148e-01,1.065608216210e+00,3.077770767945e-01,8.052402244680e-01,1.657380690368e-01,-8.469737473108e-03,-2.038167468181e-04
"                 357",9.003796738941e-01,3.170594385867e-01,7.867599517317e-01,1.066298961551e+00,3.085172168620e-01,7.865905973800e-01,1.659192876568e-01,-8.542221724700e-03,-1.693543516748e-04
"                 358",8.993712433742e-01,3.194498087697e-01,8.861152821271e-01,1.065376863127e+00,3.108465219695e-01,8.859455910554e-01,1.660056197533e-01,-8.603286800188e-03,-1.696910716809e-04
"                 359",8.982426338500e-01,3.143108916168e-01,8.988861011469e-01,1.064364097978e+00,3.056625847100e-01,8.987438350668e-01,1.661214641282e-01,-8.648306906794e-03,-1.422660801206e-04
"                 360",8.986191222957e-01,3.089590193097e-01,9.404832322607e-01,1.064712835570e+00,3.002262368655e-01,9.403485687764e-01,1.660937132739e-01,-8.732782444205e-03,-1.346634843862e-04
"                 361",9.003546456576e-01,3.052474767276e-01,9.912957610959e-01,1.066517803152e+00,2.963949199961e-01,9.912010991477e-01,1.661631574944e-01,-8.852556731534e-03,-9.466194812815e-05
"                 362",9.027313432174e-01,3.027167494720e-01,1.018961917552e+00,1.068913778176e+00,2.937047257330e-01,1.018896756377e+00,1.661824349586e-01,-9.012023738927e-03,-6.516117506104e-05
"                 363",9.056861172645e-01,3.018902767533e-01,1.004058981446e+00,1.072025927562e+00,2.926969186239e-01,1.004044380480e+00,1.663398102976e-01,-9.193358129361e-03,-1.460096631657e-05
"                 364",9.071143598724e-01,3.059731353552e-01,1.016563286682e+00,1.073570630373e+00,2.966027074259e-01,1.016573185061e+00,1.664562705006e-01,-9.370427929350e-03,9.898378646123e-06
"                 365",9.089840351266e-01,3.103132959924e-01,1.062829406681e+00,1.075655807464e+00,3.008174634260e-01,1.062877811205e+00,1.666717723373e-01,-9.495832566432e-03,4.840452400754e-05
"                 366",9.100093690984e-01,3.110588897605e-01,1.145168851618e+00,1.076829971788e+00,3.014770624527e-01,1.145250609621e+00,1.668206026897e-01,-9.581827307841e-03,8.175800372147e-05
"                 367",9.104778160803e-01,3.099849098078e-01,1.118823753677e+00,1.077512847549e+00,3.003432264444e-01,1.118963152675e+00,1.670350314687e-01,-9.641683363397e-03,1.393989979505e-04
"                 368",9.129024323288e-01,3.117863354674e-01,1.007399551792e+00,1.080041084228e+00,3.020813337526e-01,1.007555405691e+00,1.671386518992e-01,-9.705001714779e-03,1.558538992491e-04
"                 369",9.184739140607e-01,3.092231597997e-01,9.238637460884e-01,1.085853839741e+00,2.994555309994e-01,9.240174747716e-01,1.673799256798e-01,-9.767628800376e-03,1.537286832127e-04
"                 370",9.249162914793e-01,3.033757000965e-01,9.225704271129e-01,1.092553055837e+00,2.934811472181e-01,9.226899358116e-01,1.676367643574e-01,-9.894552878375e-03,1.195086987220e-04
"                 371",9.277518212223e-01,3.049170797283e-01,9.079286139060e-01,1.095831890492e+00,2.948607052787e-01,9.080398783110e-01,1.680800692701e-01,-1.005637444958e-02,1.112644050488e-04
"                 372",9.272219831753e-01,3.121394780399e-01,9.567856533003e-01,1.095627352887e+00,3.019470921489e-01,9.568758002714e-01,1.684053697116e-01,-1.019238589099e-02,9.014697114812e-05
"                 373",9.230964664421e-01,3.197345891107e-01,8.662254414973e-01,1.091805745748e+00,3.095007158714e-01,8.663235855685e-01,1.687092793060e-01,-1.023387323930e-02,9.814407121023e-05
"                 374",9.197602818625e-01,3.254290586524e-01,7.068493130112e-01,1.088497260686e+00,3.152280534042e-01,7.069144788210e-01,1.687369788234e-01,-1.020100524816e-02,6.516580981698e-05
"                 375",9.202036840565e-01,3.295503781241e-01,5.862491944207e-01,1.088963608856e+00,3.194336976087e-01,5.862674153266e-01,1.687599247993e-01,-1.011668051534e-02,1.822090595183e-05
"                 376",9.243085041000e-01,3.290484599831e-01,5.260993488618e-01,1.093033947364e+00,3.190055225623e-01,5.260366953574e-01,1.687254432645e-01,-1.004293742077e-02,-6.265350441221e-05
"                 377",9.304217367951e-01,3.310557432689e-01,5.450831329578e-01,1.099342395111e+00,3.210552249573e-01,5.449701755981e-01,1.689206583159e-01,-1.000051831155e-02,-1.129573596198e-04
"                 378",9.378436127438e-01,3.336472510581e-01,6.060193740849e-01,1.107037602436e+00,3.236587888994e-01,6.058627971296e-01,1.691939896922e-01,-9.988462158696e-03,-1.565769553780e-04
"                 379",9.444223973976e-01,3.348330856467e-01,7.008727238606e-01,1.114181869236e+00,3.248368478278e-01,7.007308564996e-01,1.697594718384e-01,-9.996237818919e-03,-1.418673609729e-04
"                 380",9.483239015708e-01,3.324397656162e-01,7.872685492397e-01,1.118620126536e+00,3.223921788145e-01,7.871668721978e-01,1.702962249656e-01,-1.004758680179e-02,-1.016770418576e-04
