Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 240",-1.952944140884e+01,-1.662650380660e+01,1.649434229848e+02,-1.947805438368e+01,-1.665546106156e+01,1.737106947167e+02,5.138702515596e-02,-2.895725496112e-02,8.767271731928e+00
"                 241",-1.989526437937e+01,-1.671951848950e+01,1.650063458844e+02,-1.984430544438e+01,-1.674892640299e+01,1.737771226067e+02,5.095893498615e-02,-2.940791349277e-02,8.770776722317e+00
"                 242",-2.027891492141e+01,-1.689782173200e+01,1.650776303198e+02,-2.022834008338e+01,-1.692806261446e+01,1.738524815671e+02,5.057483803465e-02,-3.024088245699e-02,8.774851247270e+00
"                 243",-2.067136981657e+01,-1.695455197085e+01,1.651552747811e+02,-2.062145172802e+01,-1.698519304227e+01,1.739343869024e+02,4.991808854893e-02,-3.064107141678e-02,8.779112121294e+00
"                 244",-2.111126735940e+01,-1.696678212281e+01,1.652284627066e+02,-2.106177997285e+01,-1.699846202316e+01,1.740119442117e+02,4.948738654204e-02,-3.167990035550e-02,8.783481505099e+00
"                 245",-2.152071643318e+01,-1.698395036546e+01,1.652898851015e+02,-2.147177124295e+01,-1.701602914619e+01,1.740773503454e+02,4.894519023034e-02,-3.207878072668e-02,8.787465243868e+00
"                 246",-2.183079652692e+01,-1.708537457698e+01,1.653535636626e+02,-2.178210298216e+01,-1.711803836232e+01,1.741452485400e+02,4.869354475984e-02,-3.266378534205e-02,8.791684877421e+00
"                 247",-2.214385714659e+01,-1.714221439046e+01,1.654305642549e+02,-2.209551072110e+01,-1.717530044641e+01,1.742261601974e+02,4.834642548707e-02,-3.308605594788e-02,8.795595942528e+00
"                 248",-2.256912855386e+01,-1.712850502412e+01,1.655059844688e+02,-2.252079589748e+01,-1.716198870306e+01,1.743061255227e+02,4.833265637569e-02,-3.348367894017e-02,8.800141053871e+00
"                 249",-2.291219138371e+01,-1.716545812669e+01,1.655709156215e+02,-2.286390548359e+01,-1.719943513295e+01,1.743749169157e+02,4.828590012033e-02,-3.397700626198e-02,8.804001294179e+00
"                 250",-2.317186040655e+01,-1.733766111905e+01,1.656323912515e+02,-2.312332527101e+01,-1.737190663355e+01,1.744404505498e+02,4.853513554033e-02,-3.424551449284e-02,8.808059298256e+00
"                 251",-2.334454971170e+01,-1.755129582860e+01,1.656890236198e+02,-2.329596960427e+01,-1.758567676416e+01,1.745008470718e+02,4.858010742512e-02,-3.438093555537e-02,8.811823451967e+00
"                 252",-2.366150088751e+01,-1.784261274356e+01,1.657426412745e+02,-2.361256691437e+01,-1.787719520534e+01,1.745582673310e+02,4.893397314190e-02,-3.458246177183e-02,8.815626056573e+00
"                 253",-2.419108933784e+01,-1.804156749038e+01,1.658046794442e+02,-2.414209354969e+01,-1.807604406690e+01,1.746232309036e+02,4.899578815008e-02,-3.447657651856e-02,8.818551459363e+00
"                 254",-2.471205946031e+01,-1.809301960351e+01,1.658823868918e+02,-2.466285436145e+01,-1.812725191960e+01,1.747043479178e+02,4.920509885729e-02,-3.423231609433e-02,8.821961026015e+00
"                 255",-2.518882450712e+01,-1.806147639618e+01,1.659611295564e+02,-2.513982082137e+01,-1.809550245285e+01,1.747862712582e+02,4.900368575472e-02,-3.402605667332e-02,8.825141701849e+00
"                 256",-2.559664219646e+01,-1.814570690353e+01,1.660221674436e+02,-2.554773623097e+01,-1.817938297574e+01,1.748512137635e+02,4.890596548808e-02,-3.367607221072e-02,8.829046319941e+00
"                 257",-2.575305114545e+01,-1.822596220357e+01,1.660632958041e+02,-2.570430722728e+01,-1.825925037108e+01,1.748956385227e+02,4.874391817350e-02,-3.328816750643e-02,8.832342718599e+00
"                 258",-2.587849727848e+01,-1.834092769110e+01,1.660929871368e+02,-2.582959911791e+01,-1.837392185682e+01,1.749287409067e+02,4.889816056212e-02,-3.299416572514e-02,8.835753769940e+00
"                 259",-2.617154227394e+01,-1.841764855574e+01,1.661274128122e+02,-2.612279971887e+01,-1.845021813142e+01,1.749662540175e+02,4.874255506627e-02,-3.256957568127e-02,8.838841205293e+00
"                 260",-2.648511408930e+01,-1.839289645948e+01,1.661789072045e+02,-2.643643737953e+01,-1.842498246361e+01,1.750213680837e+02,4.867670976837e-02,-3.208600412484e-02,8.842460879245e+00
"                 261",-2.672595033997e+01,-1.825283053357e+01,1.662450034148e+02,-2.667750127021e+01,-1.828451176684e+01,1.750908700894e+02,4.844906975283e-02,-3.168123327147e-02,8.845866674608e+00
"                 262",-2.704070540427e+01,-1.816679349365e+01,1.663029056851e+02,-2.699235757191e+01,-1.819786777735e+01,1.751528114332e+02,4.834783236073e-02,-3.107428370018e-02,8.849905748085e+00
"                 263",-2.749306944585e+01,-1.809558188100e+01,1.663466236150e+02,-2.744500227653e+01,-1.812605757666e+01,1.752003738006e+02,4.806716931087e-02,-3.047569565601e-02,8.853750185592e+00
"                 264",-2.797191502934e+01,-1.812336450690e+01,1.663818784908e+02,-2.792402479320e+01,-1.815331049178e+01,1.752398494483e+02,4.789023614467e-02,-2.994598487810e-02,8.857970957481e+00
"                 265",-2.812947673270e+01,-1.818710022957e+01,1.664245846708e+02,-2.808202049757e+01,-1.821647179892e+01,1.752864207302e+02,4.745623513372e-02,-2.937156935691e-02,8.861836059454e+00
"                 266",-2.820650862227e+01,-1.813506225138e+01,1.664802299669e+02,-2.815907883705e+01,-1.816356098442e+01,1.753465014965e+02,4.742978522421e-02,-2.849873304038e-02,8.866271529626e+00
"                 267",-2.845979930504e+01,-1.794605566428e+01,1.665477135435e+02,-2.841256947425e+01,-1.797384089985e+01,1.754185240153e+02,4.722983078928e-02,-2.778523557406e-02,8.870810471839e+00
"                 268",-2.877503972686e+01,-1.784403790311e+01,1.666080960363e+02,-2.872770594513e+01,-1.787085354749e+01,1.754845871361e+02,4.733378172481e-02,-2.681564437498e-02,8.876491099813e+00
"                 269",-2.894347999673e+01,-1.782704725863e+01,1.666498925302e+02,-2.889636472062e+01,-1.785302331400e+01,1.755321555685e+02,4.711527610984e-02,-2.597605537285e-02,8.882263038331e+00
"                 270",-2.908276513337e+01,-1.791259981929e+01,1.666768295845e+02,-2.903543807130e+01,-1.793747953097e+01,1.755653535227e+02,4.732706206254e-02,-2.487971167679e-02,8.888523938210e+00
"                 271",-2.934433894720e+01,-1.786613097862e+01,1.667158049166e+02,-2.929712161255e+01,-1.789025110147e+01,1.756095562560e+02,4.721733464853e-02,-2.412012285038e-02,8.893751339399e+00
"                 272",-2.973526282154e+01,-1.768624499669e+01,1.667714333967e+02,-2.968791296883e+01,-1.770953905363e+01,1.756708176416e+02,4.734985270859e-02,-2.329405693945e-02,8.899384244883e+00
"                 273",-2.999348533043e+01,-1.736154095466e+01,1.668365775110e+02,-2.994638828039e+01,-1.738403329211e+01,1.757411947429e+02,4.709705003858e-02,-2.249233744801e-02,8.904617231842e+00
"                 274",-3.005157793683e+01,-1.727006377699e+01,1.668944785322e+02,-3.000444629924e+01,-1.729153387566e+01,1.758047519706e+02,4.713163758764e-02,-2.147009867130e-02,8.910273438408e+00
"                 275",-3.007814117971e+01,-1.726213306954e+01,1.669447765223e+02,-3.003111916067e+01,-1.728248512524e+01,1.758598040728e+02,4.702201904014e-02,-2.035205569798e-02,8.915027550477e+00
"                 276",-3.017862431083e+01,-1.722587703611e+01,1.669919332023e+02,-3.013147631603e+01,-1.724517915552e+01,1.759121388695e+02,4.714799479368e-02,-1.930211941058e-02,8.920205667177e+00
"                 277",-3.024217557332e+01,-1.712261484293e+01,1.670324120818e+02,-3.019519439163e+01,-1.714087305528e+01,1.759573212640e+02,4.698118169091e-02,-1.825821234456e-02,8.924909182152e+00
"                 278",-3.033103767711e+01,-1.708060849236e+01,1.670803201337e+02,-3.028386449173e+01,-1.709792686667e+01,1.760100294668e+02,4.717318538346e-02,-1.731837431725e-02,8.929709333040e+00
"                 279",-3.033649076764e+01,-1.699703988649e+01,1.671391793336e+02,-3.028935943267e+01,-1.701369766815e+01,1.760729629950e+02,4.713133496754e-02,-1.665778166157e-02,8.933783661454e+00
"                 280",-3.043919436720e+01,-1.681093653828e+01,1.671922371588e+02,-3.039186798805e+01,-1.682679304009e+01,1.761304525625e+02,4.732637915102e-02,-1.585650180452e-02,8.938215403688e+00
"                 281",-3.047966071170e+01,-1.659961364899e+01,1.672333159536e+02,-3.043266760920e+01,-1.661492868426e+01,1.761751374093e+02,4.699310249902e-02,-1.531503526617e-02,8.941821455653e+00
"                 282",-3.050967607477e+01,-1.646361831216e+01,1.672740338217e+02,-3.046284105025e+01,-1.647803120228e+01,1.762197226821e+02,4.683502452045e-02,-1.441289012358e-02,8.945688860404e+00
"                 283",-3.057856381382e+01,-1.629692836648e+01,1.673168415941e+02,-3.053226129432e+01,-1.631095492934e+01,1.762655436710e+02,4.630251950364e-02,-1.402656285767e-02,8.948702076853e+00
"                 284",-3.066669429807e+01,-1.606875337522e+01,1.673558243467e+02,-3.062072065148e+01,-1.608201072677e+01,1.763077033702e+02,4.597364658700e-02,-1.325735155196e-02,8.951879023421e+00
"                 285",-3.077989064060e+01,-1.586009338773e+01,1.673874560091e+02,-3.073476925765e+01,-1.587318637939e+01,1.763420991725e+02,4.512138295533e-02,-1.309299165951e-02,8.954643163360e+00
"                 286",-3.096708153375e+01,-1.563472497460e+01,1.674155198319e+02,-3.092251340889e+01,-1.564732738935e+01,1.763730835002e+02,4.456812486541e-02,-1.260241475340e-02,8.957563668296e+00
"                 287",-3.107923183152e+01,-1.549382550233e+01,1.674620280458e+02,-3.103553648671e+01,-1.550654264949e+01,1.764216788646e+02,4.369534481196e-02,-1.271714716647e-02,8.959650818778e+00
"                 288",-3.112521080302e+01,-1.549030882129e+01,1.675073898858e+02,-3.108202541047e+01,-1.550280001008e+01,1.764692917683e+02,4.318539255568e-02,-1.249118879513e-02,8.961901882476e+00
"                 289",-3.111966772591e+01,-1.548102991993e+01,1.675448009423e+02,-3.107756889801e+01,-1.549406992713e+01,1.765086743814e+02,4.209882790309e-02,-1.304000719593e-02,8.963873439082e+00
"                 290",-3.128126005053e+01,-1.534443796615e+01,1.675603578578e+02,-3.123992608859e+01,-1.535768764851e+01,1.765266606651e+02,4.133396194045e-02,-1.324968236067e-02,8.966302807256e+00
"                 291",-3.150059621631e+01,-1.512083645010e+01,1.675767851045e+02,-3.146040939762e+01,-1.513479941768e+01,1.765446494395e+02,4.018681868276e-02,-1.396296757626e-02,8.967864334973e+00
"                 292",-3.177321271727e+01,-1.492365308475e+01,1.675920831379e+02,-3.173370609563e+01,-1.493794027947e+01,1.765613361870e+02,3.950662163588e-02,-1.428719471698e-02,8.969253049093e+00
"                 293",-3.195274310571e+01,-1.480352426090e+01,1.676141228081e+02,-3.191431186298e+01,-1.481866278971e+01,1.765839554777e+02,3.843124272982e-02,-1.513852881135e-02,8.969832669608e+00
"                 294",-3.204086901543e+01,-1.469451076163e+01,1.676351233913e+02,-3.200314828450e+01,-1.471015145142e+01,1.766059476385e+02,3.772073092766e-02,-1.564068979676e-02,8.970824247223e+00
"                 295",-3.205181519735e+01,-1.470236057007e+01,1.676547199126e+02,-3.201500636076e+01,-1.471885865185e+01,1.766255003481e+02,3.680883658773e-02,-1.649808178781e-02,8.970780435475e+00
"                 296",-3.211682557676e+01,-1.466879265590e+01,1.676714473249e+02,-3.208025102970e+01,-1.468572852137e+01,1.766423466513e+02,3.657454705235e-02,-1.693586546119e-02,8.970899326392e+00
"                 297",-3.221978740497e+01,-1.464541620098e+01,1.676952900719e+02,-3.218371864595e+01,-1.466322919415e+01,1.766654352190e+02,3.606875902073e-02,-1.781299316453e-02,8.970145147045e+00
"                 298",-3.237880089374e+01,-1.466195959305e+01,1.677026300449e+02,-3.234282992204e+01,-1.468022589788e+01,1.766724473494e+02,3.597097170597e-02,-1.826630482877e-02,8.969817304430e+00
"                 299",-3.255146616447e+01,-1.458743470510e+01,1.676982883913e+02,-3.251597654862e+01,-1.460655254466e+01,1.766667516917e+02,3.548961585205e-02,-1.911783955534e-02,8.968463300339e+00
"                 300",-3.264312271632e+01,-1.446907514345e+01,1.676701194762e+02,-3.260757749624e+01,-1.448864642692e+01,1.766372334325e+02,3.554522007824e-02,-1.957128346806e-02,8.967113956293e+00
"                 301",-3.270451150994e+01,-1.438840739289e+01,1.676492494394e+02,-3.266929785260e+01,-1.440891718918e+01,1.766137832514e+02,3.521365733729e-02,-2.050979628805e-02,8.964533811961e+00
"                 302",-3.284772294150e+01,-1.443098164789e+01,1.676411638707e+02,-3.281246610411e+01,-1.445216449196e+01,1.766034077349e+02,3.525683739571e-02,-2.118284407137e-02,8.962243864172e+00
"                 303",-3.298662018972e+01,-1.441139698703e+01,1.676469901311e+02,-3.295166057193e+01,-1.443378360562e+01,1.766060596478e+02,3.495961778723e-02,-2.238661858601e-02,8.959069516652e+00
"                 304",-3.309453302186e+01,-1.420942192064e+01,1.676482417467e+02,-3.305952361821e+01,-1.423268211541e+01,1.766047552719e+02,3.500940365945e-02,-2.326019477100e-02,8.956513525210e+00
"                 305",-3.315610149081e+01,-1.397383683980e+01,1.676477001713e+02,-3.312118799222e+01,-1.399823614601e+01,1.766007690047e+02,3.491349859134e-02,-2.439930620239e-02,8.953068833360e+00
"                 306",-3.323280961461e+01,-1.395139201848e+01,1.676284567894e+02,-3.319757092715e+01,-1.397651832410e+01,1.765784083336e+02,3.523868746714e-02,-2.512630561280e-02,8.949951544257e+00
"                 307",-3.329095630858e+01,-1.404495332299e+01,1.675976626196e+02,-3.325567701346e+01,-1.407119114813e+01,1.765437803652e+02,3.527929511400e-02,-2.623782514246e-02,8.946117745610e+00
"                 308",-3.339568507912e+01,-1.403417494391e+01,1.675615430996e+02,-3.336018842314e+01,-1.406097554478e+01,1.765044913310e+02,3.549665597741e-02,-2.680060086649e-02,8.942948231341e+00
"                 309",-3.359530227840e+01,-1.389029735559e+01,1.675272209918e+02,-3.355988377108e+01,-1.391789910221e+01,1.764665252849e+02,3.541850731717e-02,-2.760174662118e-02,8.939304293168e+00
"                 310",-3.363901579180e+01,-1.386011862482e+01,1.674930383711e+02,-3.360338597512e+01,-1.388792918757e+01,1.764293782672e+02,3.562981668589e-02,-2.781056274261e-02,8.936339896132e+00
"                 311",-3.334974038550e+01,-1.396094486029e+01,1.674793150293e+02,-3.331420065575e+01,-1.398929541548e+01,1.764122036170e+02,3.553972974987e-02,-2.835055519296e-02,8.932888587667e+00
"                 312",-3.295685329315e+01,-1.400909188801e+01,1.674620135897e+02,-3.292099073467e+01,-1.403749710960e+01,1.763927507974e+02,3.586255848103e-02,-2.840522159001e-02,8.930737207724e+00
"                 313",-3.281240788374e+01,-1.395744135009e+01,1.674338426674e+02,-3.277636139965e+01,-1.398623020737e+01,1.763626776978e+02,3.604648408291e-02,-2.878885728050e-02,8.928835030353e+00
"                 314",-3.305572127365e+01,-1.389594014854e+01,1.673867731524e+02,-3.301897355784e+01,-1.392467654291e+01,1.763146547901e+02,3.674771580934e-02,-2.873639437187e-02,8.927881637689e+00
"                 315",-3.319466723964e+01,-1.389543743442e+01,1.673545245264e+02,-3.315746583664e+01,-1.392433258847e+01,1.762809051436e+02,3.720140299800e-02,-2.889515404956e-02,8.926380617132e+00
"                 316",-3.303111657671e+01,-1.401109143985e+01,1.673401676302e+02,-3.299306596925e+01,-1.403966727486e+01,1.762656410070e+02,3.805060745751e-02,-2.857583500952e-02,8.925473376734e+00
"                 317",-3.280708717197e+01,-1.409893980638e+01,1.673351186454e+02,-3.276843653676e+01,-1.412756018879e+01,1.762595481728e+02,3.865063521318e-02,-2.862038240810e-02,8.924429527352e+00
"                 318",-3.270477680858e+01,-1.399163815458e+01,1.673082373018e+02,-3.266513901929e+01,-1.401976353448e+01,1.762326548260e+02,3.963778929161e-02,-2.812537990634e-02,8.924417524199e+00
"                 319",-3.261908841312e+01,-1.386069586778e+01,1.672644631185e+02,-3.257877037281e+01,-1.388844974321e+01,1.761883513814e+02,4.031804031678e-02,-2.775387542970e-02,8.923888262981e+00
"                 320",-3.240526691372e+01,-1.400355042080e+01,1.672245625542e+02,-3.236386655452e+01,-1.403033894303e+01,1.761483866887e+02,4.140035920247e-02,-2.678852222618e-02,8.923824134413e+00
"                 321",-3.204862360548e+01,-1.436442834690e+01,1.672033810821e+02,-3.200655119280e+01,-1.439045458848e+01,1.761270351917e+02,4.207241268145e-02,-2.602624158222e-02,8.923654109564e+00
"                 322",-3.185255489280e+01,-1.473066957308e+01,1.671853819213e+02,-3.180929298633e+01,-1.475558637791e+01,1.761096177235e+02,4.326190647253e-02,-2.491680482249e-02,8.924235802202e+00
"                 323",-3.178030764898e+01,-1.484263811641e+01,1.671782498381e+02,-3.173623068953e+01,-1.486671308920e+01,1.761029846544e+02,4.407695944435e-02,-2.407497279566e-02,8.924734816227e+00
"                 324",-3.170945430744e+01,-1.472316587843e+01,1.671717838908e+02,-3.166413336159e+01,-1.474609250706e+01,1.760974780896e+02,4.532094584371e-02,-2.292662863262e-02,8.925694198793e+00
"                 325",-3.143680449249e+01,-1.471152913421e+01,1.671681100251e+02,-3.139073645068e+01,-1.473351483142e+01,1.760948622589e+02,4.606804180925e-02,-2.198569721013e-02,8.926752233855e+00
"                 326",-3.104848890036e+01,-1.480477077535e+01,1.671390322557e+02,-3.100129809266e+01,-1.482562320922e+01,1.760669980354e+02,4.719080769266e-02,-2.085243386226e-02,8.927965779673e+00
"                 327",-3.074579267863e+01,-1.502027423961e+01,1.671179532930e+02,-3.069793597616e+01,-1.504016325424e+01,1.760468014701e+02,4.785670247283e-02,-1.988901462907e-02,8.928848177083e+00
"                 328",-3.069609695811e+01,-1.542448782408e+01,1.671049412855e+02,-3.064735324476e+01,-1.544342557520e+01,1.760346609495e+02,4.874371334526e-02,-1.893775112437e-02,8.929719664033e+00
"                 329",-3.070393155194e+01,-1.574291229484e+01,1.671028674027e+02,-3.065502448095e+01,-1.576090652887e+01,1.760334397593e+02,4.890707099076e-02,-1.799423402262e-02,8.930572356615e+00
"                 330",-3.059630210731e+01,-1.609390066782e+01,1.671005789950e+02,-3.054691440690e+01,-1.611135301659e+01,1.760318960370e+02,4.938770040860e-02,-1.745234877149e-02,8.931317041948e+00
"                 331",-3.030088811166e+01,-1.641359706380e+01,1.671033800698e+02,-3.025159322325e+01,-1.643048657729e+01,1.760347100508e+02,4.929488841156e-02,-1.688951348247e-02,8.931329980998e+00
"                 332",-3.000789611760e+01,-1.683993843577e+01,1.670957528956e+02,-2.995831606808e+01,-1.685550811166e+01,1.760284565254e+02,4.958004951765e-02,-1.556967589124e-02,8.932703629795e+00
"                 333",-2.979861261872e+01,-1.738358790803e+01,1.670850693186e+02,-2.974885535679e+01,-1.739947829340e+01,1.760181805992e+02,4.975726192367e-02,-1.589038536918e-02,8.933111280677e+00
"                 334",-2.978418735567e+01,-1.803997749461e+01,1.670611340333e+02,-2.973416385920e+01,-1.805558612844e+01,1.759949769836e+02,5.002349646508e-02,-1.560863382708e-02,8.933842950320e+00
"                 335",-2.989600411155e+01,-1.839385964932e+01,1.670521805315e+02,-2.984626141061e+01,-1.840939403674e+01,1.759864327921e+02,4.974270094272e-02,-1.553438741379e-02,8.934252260605e+00
"                 336",-2.993902304631e+01,-1.874950931760e+01,1.670535719249e+02,-2.988944969100e+01,-1.876481715035e+01,1.759889637317e+02,4.957335531524e-02,-1.530783275649e-02,8.935391806781e+00
"                 337",-2.987696220721e+01,-1.913038564407e+01,1.670574367153e+02,-2.982787916095e+01,-1.914563162127e+01,1.759946001739e+02,4.908304625779e-02,-1.524597719536e-02,8.937163458657e+00
"                 338",-2.970870650867e+01,-1.958289195959e+01,1.670527000705e+02,-2.965982033190e+01,-1.959889253382e+01,1.759915921690e+02,4.888617676989e-02,-1.600057422650e-02,8.938892098448e+00
"                 339",-2.940148420876e+01,-2.006555392445e+01,1.670557083720e+02,-2.935340517838e+01,-2.008244291116e+01,1.759959611706e+02,4.807903037601e-02,-1.688898671154e-02,8.940252798604e+00
"                 340",-2.915754018641e+01,-2.064670284918e+01,1.670446763982e+02,-2.911011811174e+01,-2.066384750064e+01,1.759875233290e+02,4.742207467373e-02,-1.714465146588e-02,8.942846930843e+00
"                 341",-2.896911171676e+01,-2.121918467937e+01,1.670374189811e+02,-2.892259280922e+01,-2.123756249934e+01,1.759822899121e+02,4.651890754236e-02,-1.837781997377e-02,8.944870930990e+00
"                 342",-2.891658053951e+01,-2.169796669896e+01,1.670280927809e+02,-2.887078671693e+01,-2.171666024169e+01,1.759761451415e+02,4.579382257821e-02,-1.869354272183e-02,8.948052360531e+00
"                 343",-2.871884037734e+01,-2.192241411627e+01,1.670175076955e+02,-2.867389927375e+01,-2.194319112842e+01,1.759672543814e+02,4.494110358875e-02,-2.077701215128e-02,8.949746685878e+00
"                 344",-2.850282221163e+01,-2.222371581905e+01,1.670139396475e+02,-2.845882832581e+01,-2.224550811736e+01,1.759657339711e+02,4.399388581944e-02,-2.179229830585e-02,8.951794323629e+00
"                 345",-2.833269915282e+01,-2.268675543415e+01,1.670187368896e+02,-2.829005226150e+01,-2.270969392240e+01,1.759729043194e+02,4.264689132001e-02,-2.293848825394e-02,8.954167429743e+00
"                 346",-2.823081335053e+01,-2.322619560738e+01,1.670145267110e+02,-2.818881833601e+01,-2.325089622860e+01,1.759708458059e+02,4.199501452552e-02,-2.470062122630e-02,8.956319094907e+00
"                 347",-2.813535500589e+01,-2.353479017739e+01,1.670094826170e+02,-2.809448412630e+01,-2.356125903184e+01,1.759668654771e+02,4.087087959151e-02,-2.646885445165e-02,8.957382860072e+00
"                 348",-2.806658062050e+01,-2.357463199763e+01,1.669887128554e+02,-2.802651889813e+01,-2.360173961230e+01,1.759480136501e+02,4.006172236378e-02,-2.710761467506e-02,8.959300794677e+00
"                 349",-2.789641347740e+01,-2.357384197517e+01,1.669718355949e+02,-2.785732373015e+01,-2.360261285861e+01,1.759320402690e+02,3.908974724632e-02,-2.877088343586e-02,8.960204674106e+00
"                 350",-2.779307493607e+01,-2.368198081045e+01,1.669497950356e+02,-2.775493851256e+01,-2.371129634465e+01,1.759113120785e+02,3.813642351137e-02,-2.931553419986e-02,8.961517042923e+00
"                 351",-2.792213764143e+01,-2.379550080192e+01,1.669343436013e+02,-2.788514642938e+01,-2.382515072968e+01,1.758969464924e+02,3.699121204946e-02,-2.964992775358e-02,8.962602891121e+00
"                 352",-2.807343382870e+01,-2.404097773158e+01,1.669275928164e+02,-2.803708837542e+01,-2.407124567990e+01,1.758911286626e+02,3.634545328141e-02,-3.026794831991e-02,8.963535846215e+00
"                 353",-2.794781895143e+01,-2.426827348794e+01,1.669143106226e+02,-2.791249922640e+01,-2.429902950754e+01,1.758786203081e+02,3.531972503418e-02,-3.075601960273e-02,8.964309685512e+00
"                 354",-2.758940477011e+01,-2.442829766417e+01,1.668984991836e+02,-2.755466537877e+01,-2.445909746564e+01,1.758647328631e+02,3.473939134210e-02,-3.079980147224e-02,8.966233679504e+00
"                 355",-2.728286695633e+01,-2.451773695304e+01,1.669025200527e+02,-2.724870007399e+01,-2.454897138539e+01,1.758701967321e+02,3.416688233344e-02,-3.123443235617e-02,8.967676679434e+00
"                 356",-2.712904541354e+01,-2.461657417918e+01,1.669069041987e+02,-2.709496823060e+01,-2.464738322253e+01,1.758769522773e+02,3.407718294141e-02,-3.080904334474e-02,8.970048078673e+00
"                 357",-2.705143964414e+01,-2.464898702116e+01,1.669152917842e+02,-2.701758960624e+01,-2.468004285802e+01,1.758868429652e+02,3.385003790468e-02,-3.105583685729e-02,8.971551180911e+00
"                 358",-2.698531890815e+01,-2.462370956748e+01,1.669076359372e+02,-2.695136703024e+01,-2.465427009159e+01,1.758811956328e+02,3.395187790944e-02,-3.056052410082e-02,8.973559695595e+00
"                 359",-2.676609067352e+01,-2.442429223154e+01,1.668990608081e+02,-2.673220086787e+01,-2.445457264619e+01,1.758739634740e+02,3.388980565790e-02,-3.028041464938e-02,8.974902665848e+00
"                 360",-2.642244098296e+01,-2.421753267126e+01,1.669003469354e+02,-2.638803096965e+01,-2.424694803483e+01,1.758767681737e+02,3.441001330458e-02,-2.941536357213e-02,8.976421238251e+00
"                 361",-2.609539862363e+01,-2.420456244798e+01,1.669051810617e+02,-2.606068760595e+01,-2.423343981665e+01,1.758824594407e+02,3.471101768074e-02,-2.887736866867e-02,8.977278378966e+00
"                 362",-2.586913059730e+01,-2.411261280075e+01,1.669004295329e+02,-2.583374828865e+01,-2.414051913759e+01,1.758789222541e+02,3.538230864834e-02,-2.790633683821e-02,8.978492721225e+00
"                 363",-2.565788783416e+01,-2.383092025477e+01,1.668838567528e+02,-2.562218412411e+01,-2.385831458997e+01,1.758626771909e+02,3.570371004576e-02,-2.739433520421e-02,8.978820438135e+00
"                 364",-2.548771559707e+01,-2.355240717151e+01,1.668650788454e+02,-2.545128415231e+01,-2.357894048333e+01,1.758445514946e+02,3.643144475231e-02,-2.653331182587e-02,8.979472649241e+00
"                 365",-2.522618790936e+01,-2.324942660479e+01,1.668516898199e+02,-2.518934899277e+01,-2.327548965578e+01,1.758309465372e+02,3.683891659332e-02,-2.606305098430e-02,8.979256717241e+00
"                 366",-2.502363462138e+01,-2.287140979208e+01,1.668275294254e+02,-2.498594916377e+01,-2.289663632896e+01,1.758066914316e+02,3.768545760797e-02,-2.522653688150e-02,8.979162006177e+00
"                 367",-2.481672888620e+01,-2.244599807393e+01,1.668179082263e+02,-2.477861591347e+01,-2.247072176162e+01,1.757959990555e+02,3.811297273232e-02,-2.472368768894e-02,8.978090829139e+00
"                 368",-2.456441353126e+01,-2.207316623406e+01,1.668031449692e+02,-2.452557570635e+01,-2.209721302475e+01,1.757807867899e+02,3.883782491203e-02,-2.404679068757e-02,8.977641820782e+00
"                 369",-2.413763145248e+01,-2.176755868853e+01,1.667902322918e+02,-2.409838835640e+01,-2.179134049226e+01,1.757667050246e+02,3.924309608191e-02,-2.378180373197e-02,8.976472732765e+00
"                 370",-2.373417645437e+01,-2.157403837050e+01,1.667902160268e+02,-2.369414508310e+01,-2.159743199324e+01,1.757657212001e+02,4.003137127415e-02,-2.339362273905e-02,8.975505173347e+00
"                 371",-2.349936847233e+01,-2.129560353680e+01,1.667969872608e+02,-2.345875051050e+01,-2.131906684983e+01,1.757706810489e+02,4.061796182374e-02,-2.346331302865e-02,8.973693788084e+00
"                 372",-2.341304858354e+01,-2.096834098382e+01,1.667889107795e+02,-2.337162365915e+01,-2.099175804524e+01,1.757612812256e+02,4.142492438931e-02,-2.341706141897e-02,8.972370446138e+00
"                 373",-2.327998270922e+01,-2.067608181380e+01,1.667594407689e+02,-2.323806008008e+01,-2.069983457042e+01,1.757298317202e+02,4.192262914510e-02,-2.375275661986e-02,8.970390951263e+00
"                 374",-2.302369316613e+01,-2.042360712483e+01,1.667291955096e+02,-2.298103026888e+01,-2.044749559377e+01,1.756977145093e+02,4.266289724433e-02,-2.388846893510e-02,8.968518999664e+00
"                 375",-2.278268068123e+01,-2.014500158366e+01,1.667080099237e+02,-2.273943515280e+01,-2.016929049862e+01,1.756735612724e+02,4.324552843262e-02,-2.428891495795e-02,8.965551348716e+00
"                 376",-2.261913706921e+01,-1.993397588871e+01,1.666999897534e+02,-2.257512655482e+01,-1.995847956664e+01,1.756629512730e+02,4.401051438987e-02,-2.450367792383e-02,8.962961519684e+00
"                 377",-2.255712254040e+01,-1.955443478600e+01,1.666962448155e+02,-2.251262432665e+01,-1.957928008843e+01,1.756562887369e+02,4.449821374736e-02,-2.484530243598e-02,8.960043921450e+00
